creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,satisfaction_score,card_type,point_earned,payment_proxy,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,active_status,credit_card_status,product_segment,actual_churn,churn_probability,predicted_churn
711,Spain,Male,36,8,0.0,2,1,0,55207.41,3,GOLD,410,GOLD,31-40,6-8 years,Low,Medium,721.04,60.09,Low,5768.32,Silver,Inactive,Has Credit Card,2 product(s),0,0.06997727058099235,0
768,Germany,Male,49,1,133384.66,1,1,0,102397.22,2,PLATINUM,684,PLATINUM,41-50,0-2 years,Very High,High,3641.68,303.47,Very High,3641.68,Bronze,Inactive,Has Credit Card,1 product(s),1,0.8644397359701399,1
780,France,Female,43,0,0.0,1,0,1,15705.27,1,DIAMOND,245,DIAMOND,41-50,0-2 years,Low,Low,321.03,26.75,Low,321.03,Bronze,Active,No Credit Card,1 product(s),0,0.7474835097134473,1
603,France,Male,31,1,129743.75,1,1,0,109145.2,1,PLATINUM,664,PLATINUM,31-40,0-2 years,Very High,High,3592.6,299.38,Very High,3592.6,Bronze,Inactive,Has Credit Card,1 product(s),0,0.2945769197310353,0
737,France,Male,45,10,0.0,2,1,0,1364.54,5,GOLD,531,GOLD,41-50,9-10 years,Medium,Low,512.32,42.69,Low,5123.2,Silver,Inactive,Has Credit Card,2 product(s),0,0.19153823889998445,0
625,France,Male,39,2,0.0,2,1,0,100403.05,3,PLATINUM,452,PLATINUM,31-40,0-2 years,Low,High,968.02,80.67,Low,1936.04,Bronze,Inactive,Has Credit Card,2 product(s),0,0.11161340337385078,0
696,France,Male,28,4,172646.82,1,1,1,116471.43,4,DIAMOND,441,DIAMOND,18-30,3-5 years,Very High,High,4375.79,364.65,Very High,17503.16,Gold,Active,Has Credit Card,1 product(s),0,0.3027561987317118,0
605,France,Male,27,9,0.0,2,1,0,198091.81,3,PLATINUM,580,PLATINUM,18-30,9-10 years,Medium,Very High,1520.46,126.7,Medium,13684.14,Gold,Inactive,Has Credit Card,2 product(s),0,0.1167465110562911,0
541,France,Male,34,3,128743.55,1,1,0,134851.12,3,DIAMOND,430,DIAMOND,31-40,3-5 years,Very High,High,3584.13,298.68,Very High,10752.39,Gold,Inactive,Has Credit Card,1 product(s),0,0.3437794156194046,0
581,France,Male,37,7,0.0,2,1,1,74320.75,1,SILVER,754,SILVER,31-40,6-8 years,Low,Medium,988.6,82.38,Low,6920.2,Silver,Active,Has Credit Card,2 product(s),0,0.0530703351336563,0
601,Spain,Female,42,4,96763.89,1,1,1,199242.65,2,PLATINUM,235,PLATINUM,41-50,3-5 years,Medium,Very High,3168.99,264.08,High,12675.96,Gold,Active,Has Credit Card,1 product(s),0,0.4950768957799629,0
619,Spain,Female,56,7,0.0,2,1,1,42442.21,1,PLATINUM,652,PLATINUM,51-60,6-8 years,Medium,Low,778.21,64.85,Low,5447.47,Silver,Active,Has Credit Card,2 product(s),0,0.19454564016641007,0
693,Germany,Male,44,5,124601.58,2,1,1,46998.13,2,SILVER,408,SILVER,41-50,3-5 years,High,Low,3171.02,264.25,High,15855.1,Gold,Active,Has Credit Card,2 product(s),1,0.47728452246564307,0
819,France,Male,35,1,0.0,2,0,1,3385.04,1,GOLD,521,GOLD,31-40,0-2 years,Low,Low,517.43,43.12,Low,517.43,Bronze,Active,No Credit Card,2 product(s),0,0.08394991413816846,0
796,France,Male,30,2,137262.71,2,1,0,62905.29,1,SILVER,935,SILVER,18-30,0-2 years,Very High,Medium,3767.28,313.94,Very High,7534.56,Silver,Inactive,Has Credit Card,2 product(s),0,0.183295630437128,0
645,Germany,Male,25,1,157404.02,2,1,0,93073.04,4,DIAMOND,855,DIAMOND,18-30,0-2 years,Very High,Medium,4280.95,356.75,Very High,4280.95,Silver,Inactive,Has Credit Card,2 product(s),0,0.18663011138921104,0
682,France,Male,41,6,0.0,2,0,1,134158.09,1,DIAMOND,826,DIAMOND,41-50,6-8 years,Low,High,1323.79,110.32,Medium,7942.74,Silver,Active,No Credit Card,2 product(s),1,0.13930653774766688,0
775,Germany,Male,36,2,109949.05,2,0,1,71682.54,1,GOLD,826,GOLD,31-40,0-2 years,High,Medium,3210.39,267.53,High,6420.78,Silver,Active,No Credit Card,2 product(s),0,0.2500590555775991,0
489,France,Female,31,7,139395.08,1,0,1,6120.84,4,PLATINUM,348,PLATINUM,31-40,6-8 years,Very High,Low,3112.51,259.38,High,21787.57,Platinum,Active,No Credit Card,1 product(s),0,0.2908658598624146,0
681,France,Male,25,5,0.0,1,0,1,90860.97,4,DIAMOND,875,DIAMOND,18-30,3-5 years,Low,Medium,1011.8,84.32,Low,5059.0,Silver,Active,No Credit Card,1 product(s),0,0.33965567143559094,0
755,France,Male,36,8,0.0,2,1,0,176809.87,2,GOLD,549,GOLD,31-40,6-8 years,Low,Very High,1398.55,116.55,Medium,11188.4,Gold,Inactive,Has Credit Card,2 product(s),0,0.1161833603791911,0
578,France,Male,46,5,113226.47,1,1,0,56770.76,4,PLATINUM,916,PLATINUM,41-50,3-5 years,High,Medium,3126.38,260.53,High,15631.9,Gold,Inactive,Has Credit Card,1 product(s),0,0.678378736722239,1
816,Germany,Female,34,2,108410.87,2,1,0,102908.91,4,PLATINUM,555,PLATINUM,31-40,0-2 years,High,High,3200.26,266.69,High,6400.52,Silver,Inactive,Has Credit Card,2 product(s),0,0.3173304394841747,0
638,France,Female,36,6,0.0,1,1,0,164247.51,4,DIAMOND,932,DIAMOND,31-40,6-8 years,Medium,Very High,1407.24,117.27,Medium,8443.44,Silver,Inactive,Has Credit Card,1 product(s),0,0.528672561911988,1
748,Spain,Male,60,3,0.0,2,1,1,78194.37,1,DIAMOND,505,DIAMOND,51-60,3-5 years,Low,Medium,883.47,73.62,Low,2650.41,Bronze,Active,Has Credit Card,2 product(s),0,0.1565553510026581,0
850,Germany,Female,47,10,134381.52,1,0,0,26812.89,4,DIAMOND,252,DIAMOND,41-50,9-10 years,Very High,Low,3067.69,255.64,High,30676.9,Platinum,Inactive,No Credit Card,1 product(s),1,0.8508380222371256,1
651,Germany,Female,45,6,86714.06,1,1,0,85869.89,2,PLATINUM,773,PLATINUM,41-50,6-8 years,Medium,Medium,2670.13,222.51,Medium,16020.78,Gold,Inactive,Has Credit Card,1 product(s),1,0.8000041806988949,1
689,Spain,Female,55,4,0.0,2,1,1,58442.25,2,PLATINUM,977,PLATINUM,51-60,3-5 years,Medium,Medium,1020.71,85.06,Low,4082.84,Bronze,Active,Has Credit Card,2 product(s),0,0.19387827113278305,0
663,France,Male,46,3,0.0,2,0,1,176276.1,1,DIAMOND,275,DIAMOND,41-50,3-5 years,Low,Very High,1258.88,104.91,Medium,3776.64,Bronze,Active,No Credit Card,2 product(s),0,0.15090305995204842,0
791,France,Male,36,6,111168.97,1,1,1,189969.91,1,DIAMOND,741,DIAMOND,31-40,6-8 years,High,Very High,3663.73,305.31,Very High,21982.38,Platinum,Active,Has Credit Card,1 product(s),0,0.30404779371782603,0
576,Spain,Male,19,6,0.0,2,0,0,72306.07,2,GOLD,600,GOLD,18-30,6-8 years,Low,Medium,901.53,75.13,Low,5409.18,Silver,Inactive,No Credit Card,2 product(s),0,0.06221832079088533,0
811,Germany,Male,52,10,76915.4,1,0,0,146359.81,2,GOLD,488,GOLD,51-60,9-10 years,Medium,High,2634.11,219.51,Medium,26341.1,Platinum,Inactive,No Credit Card,1 product(s),1,0.8779632007631144,1
674,Germany,Male,47,6,106901.94,1,1,1,2079.2,4,GOLD,363,GOLD,41-50,6-8 years,High,Low,2449.93,204.16,Medium,14699.58,Gold,Active,Has Credit Card,1 product(s),1,0.6916829935696012,1
675,Germany,Male,36,7,89409.95,1,1,1,149399.7,4,GOLD,844,GOLD,31-40,6-8 years,Medium,Very High,3077.2,256.43,High,21540.4,Platinum,Active,Has Credit Card,1 product(s),0,0.37716710647350665,0
407,Spain,Male,37,1,0.0,1,1,1,49161.12,1,GOLD,900,GOLD,31-40,0-2 years,Low,Low,815.81,67.98,Low,815.81,Bronze,Active,Has Credit Card,1 product(s),1,0.44606420370021316,0
569,Germany,Male,30,6,106629.49,1,0,1,44114.88,4,GOLD,644,GOLD,18-30,6-8 years,High,Low,2795.16,232.93,Medium,16770.96,Gold,Active,No Credit Card,1 product(s),0,0.2887642897413314,0
631,Germany,Female,29,2,96863.52,2,1,1,31613.35,3,DIAMOND,958,DIAMOND,18-30,0-2 years,Medium,Low,2814.34,234.53,Medium,5628.68,Silver,Active,Has Credit Card,2 product(s),0,0.17592157235065503,0
608,Spain,Female,28,4,0.0,2,1,0,10899.63,5,PLATINUM,391,PLATINUM,18-30,3-5 years,Medium,Low,490.0,40.83,Low,1960.0,Bronze,Inactive,Has Credit Card,2 product(s),1,0.08760489541193066,0
597,Spain,Male,35,0,127510.99,1,1,1,155356.34,4,SILVER,868,SILVER,31-40,0-2 years,High,Very High,3881.0,323.42,Very High,3881.0,Bronze,Active,Has Credit Card,1 product(s),0,0.25050633016607526,0
806,Spain,Male,18,3,0.0,2,1,1,86994.54,2,GOLD,768,GOLD,18-30,3-5 years,Low,Medium,1058.97,88.25,Low,3176.91,Bronze,Active,Has Credit Card,2 product(s),0,0.04300183720614361,0
669,France,Male,37,1,125529.55,1,1,1,162260.93,5,PLATINUM,720,PLATINUM,31-40,0-2 years,High,Very High,3801.9,316.82,Very High,3801.9,Bronze,Active,Has Credit Card,1 product(s),0,0.24479017769641045,0
689,France,Male,39,7,0.0,2,0,0,14917.09,2,PLATINUM,680,PLATINUM,31-40,6-8 years,Low,Low,654.59,54.55,Low,4582.13,Silver,Inactive,No Credit Card,2 product(s),0,0.08091571128854634,0
627,Germany,Male,62,3,143426.34,2,1,1,143104.3,4,DIAMOND,875,DIAMOND,61+,3-5 years,Very High,High,4261.55,355.13,Very High,12784.65,Gold,Active,Has Credit Card,2 product(s),0,0.3511354665752098,0
676,France,Female,41,4,101457.14,1,1,1,79101.67,1,PLATINUM,299,PLATINUM,41-50,3-5 years,High,Medium,2694.15,224.51,Medium,10776.6,Gold,Active,Has Credit Card,1 product(s),0,0.4459169745124697,0
686,Germany,Female,43,5,154846.24,2,1,1,151903.6,5,DIAMOND,546,DIAMOND,41-50,3-5 years,Very High,Very High,4369.44,364.12,Very High,21847.2,Platinum,Active,Has Credit Card,2 product(s),0,0.4544746449236847,0
465,Germany,Male,24,6,156007.09,1,1,0,191368.37,4,DIAMOND,865,DIAMOND,18-30,6-8 years,Very High,Very High,4629.48,385.79,Very High,27776.88,Platinum,Inactive,Has Credit Card,1 product(s),0,0.42193213188358236,0
786,Germany,Male,24,2,120135.55,2,1,1,125449.47,3,PLATINUM,625,PLATINUM,18-30,0-2 years,High,High,3582.46,298.54,Very High,7164.92,Silver,Active,Has Credit Card,2 product(s),0,0.16032018406724868,0
638,Germany,Male,42,8,145177.84,1,1,0,193471.74,4,PLATINUM,798,PLATINUM,41-50,6-8 years,Very High,Very High,4389.92,365.83,Very High,35119.36,Platinum,Inactive,Has Credit Card,1 product(s),1,0.654880749834103,1
584,Germany,Female,41,3,88594.93,1,1,0,178997.89,3,SILVER,822,SILVER,41-50,3-5 years,Medium,Very High,3197.89,266.49,High,9593.67,Gold,Inactive,Has Credit Card,1 product(s),0,0.6996913459045757,1
649,Spain,Female,36,6,86607.39,1,0,0,19825.09,3,PLATINUM,998,PLATINUM,31-40,6-8 years,Medium,Low,2450.27,204.19,Medium,14701.62,Gold,Inactive,No Credit Card,1 product(s),0,0.41518367694412484,0
480,Germany,Female,25,3,174330.35,2,0,0,181647.13,1,DIAMOND,425,DIAMOND,18-30,3-5 years,Very High,Very High,4847.34,403.94,Very High,14542.02,Gold,Inactive,No Credit Card,2 product(s),0,0.2623988505177415,0
712,Germany,Male,38,7,132767.66,2,1,1,59115.77,5,DIAMOND,358,DIAMOND,31-40,6-8 years,Very High,Medium,3369.93,280.83,High,23589.51,Platinum,Active,Has Credit Card,2 product(s),0,0.21905022871171412,0
820,France,Female,39,1,104614.29,1,1,0,61538.43,4,GOLD,943,GOLD,31-40,0-2 years,High,Medium,2991.48,249.29,High,2991.48,Bronze,Inactive,Has Credit Card,1 product(s),1,0.43745535551466186,0
531,Spain,Female,45,1,126495.57,2,1,1,164741.5,2,GOLD,242,GOLD,41-50,0-2 years,High,Very High,3714.62,309.55,Very High,3714.62,Bronze,Active,Has Credit Card,2 product(s),0,0.5661219051812005,1
475,France,Female,32,8,119023.28,1,1,0,100816.29,1,PLATINUM,278,PLATINUM,31-40,6-8 years,High,High,3143.55,261.96,High,25148.4,Platinum,Inactive,Has Credit Card,1 product(s),0,0.38767622826793074,0
596,France,Male,39,9,0.0,1,1,0,48963.59,3,PLATINUM,390,PLATINUM,31-40,9-10 years,Low,Low,559.82,46.65,Low,5038.38,Silver,Inactive,Has Credit Card,1 product(s),0,0.5041032881868601,1
765,France,Male,44,6,0.0,2,1,1,159899.97,5,SILVER,877,SILVER,41-50,6-8 years,Low,Very High,1478.0,123.17,Medium,8868.0,Silver,Active,Has Credit Card,2 product(s),0,0.14218680888176993,0
484,France,Female,29,4,130114.39,1,1,0,164017.89,1,GOLD,249,GOLD,18-30,3-5 years,Very High,Very High,3666.88,305.57,Very High,14667.52,Gold,Inactive,Has Credit Card,1 product(s),0,0.4187627731887924,0
641,France,Male,37,7,0.0,2,1,0,75248.3,2,PLATINUM,516,PLATINUM,31-40,6-8 years,Low,Medium,874.24,72.85,Low,6119.68,Silver,Inactive,Has Credit Card,2 product(s),0,0.057050953669570754,0
692,France,Male,33,9,0.0,1,1,0,113505.93,3,PLATINUM,272,PLATINUM,31-40,9-10 years,Low,High,823.53,68.63,Low,7411.77,Silver,Inactive,Has Credit Card,1 product(s),1,0.48966063597568876,0
799,France,Female,63,1,110314.21,2,1,0,37464.0,3,GOLD,982,GOLD,61+,0-2 years,High,Low,3124.6,260.38,High,3124.6,Bronze,Inactive,Has Credit Card,2 product(s),1,0.5474020028498159,1
582,Germany,Male,33,2,122394.0,1,1,1,22113.93,3,GOLD,273,GOLD,31-40,0-2 years,High,Low,2814.95,234.58,Medium,5629.9,Silver,Active,Has Credit Card,1 product(s),0,0.46697586396258045,0
531,France,Female,47,6,0.0,1,0,0,194998.34,2,SILVER,510,SILVER,41-50,6-8 years,Low,Very High,1349.99,112.5,Medium,8099.94,Silver,Inactive,No Credit Card,1 product(s),1,0.8529293973802278,1
605,France,Female,33,4,0.0,2,0,1,83700.66,3,DIAMOND,550,DIAMOND,31-40,3-5 years,Low,Medium,933.5,77.79,Low,3734.0,Bronze,Active,No Credit Card,2 product(s),0,0.08304370757438104,0
648,France,Female,34,3,0.0,1,1,0,54726.43,1,PLATINUM,525,PLATINUM,31-40,3-5 years,Low,Medium,656.13,54.68,Low,1968.39,Bronze,Inactive,Has Credit Card,1 product(s),0,0.4890661866426926,0
591,Spain,Female,39,3,0.0,3,1,0,140469.38,3,DIAMOND,298,DIAMOND,31-40,3-5 years,Low,High,1211.35,100.95,Medium,3634.05,Bronze,Inactive,Has Credit Card,3+ products,1,0.7256968417857963,1
587,Germany,Male,40,5,138241.9,2,1,0,159418.1,5,SILVER,403,SILVER,31-40,3-5 years,Very High,Very High,4003.43,333.62,Very High,20017.15,Platinum,Inactive,Has Credit Card,2 product(s),0,0.29209688976759685,0
590,France,Male,43,8,0.0,2,1,1,143628.31,2,SILVER,363,SILVER,41-50,6-8 years,Medium,High,1139.64,94.97,Low,9117.12,Silver,Active,Has Credit Card,2 product(s),0,0.12527656241558607,0
709,France,Female,34,2,111669.68,1,1,0,57029.66,4,DIAMOND,585,DIAMOND,31-40,0-2 years,High,Medium,2931.04,244.25,High,5862.08,Silver,Inactive,Has Credit Card,1 product(s),0,0.35458390772801623,0
633,Spain,Male,42,10,0.0,1,0,1,79408.17,2,SILVER,660,SILVER,41-50,9-10 years,Medium,Medium,847.04,70.59,Low,8470.4,Silver,Active,No Credit Card,1 product(s),0,0.4968239501390947,0
644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1,PLATINUM,896,PLATINUM,41-50,6-8 years,Medium,Very High,1601.12,133.43,Medium,9606.72,Gold,Inactive,No Credit Card,1 product(s),1,0.7811061977492109,1
667,France,Male,27,7,156811.74,1,1,1,149402.59,4,PLATINUM,277,PLATINUM,18-30,6-8 years,Very High,Very High,4141.75,345.15,Very High,28992.25,Platinum,Active,Has Credit Card,1 product(s),0,0.28405724636857377,0
809,Germany,Male,41,1,79706.25,2,1,0,165675.01,5,DIAMOND,464,DIAMOND,41-50,0-2 years,Medium,Very High,2894.5,241.21,High,2894.5,Bronze,Inactive,Has Credit Card,2 product(s),0,0.30809956220587603,0
748,France,Female,41,2,91621.69,1,1,1,71139.31,5,SILVER,896,SILVER,41-50,0-2 years,Medium,Medium,2756.13,229.68,Medium,5512.26,Silver,Active,Has Credit Card,1 product(s),0,0.4095455322573825,0
676,Germany,Female,48,2,124442.38,1,1,0,15068.53,4,GOLD,879,GOLD,41-50,0-2 years,High,Low,3123.69,260.31,High,6247.38,Silver,Inactive,Has Credit Card,1 product(s),1,0.8498990661259761,1
750,Spain,Female,39,6,0.0,2,0,0,19264.33,5,PLATINUM,940,PLATINUM,31-40,6-8 years,Medium,Low,806.32,67.19,Low,4837.92,Silver,Inactive,No Credit Card,2 product(s),0,0.13813720184710035,0
635,France,Male,41,4,103544.88,2,1,0,193746.55,2,GOLD,439,GOLD,41-50,3-5 years,High,Very High,3499.13,291.59,High,13996.52,Gold,Inactive,Has Credit Card,2 product(s),0,0.36947292463113723,0
683,France,Female,35,6,187530.66,2,1,1,37976.36,3,SILVER,511,SILVER,31-40,6-8 years,Very High,Low,4436.0,369.67,Very High,26616.0,Platinum,Active,Has Credit Card,2 product(s),0,0.3010109498874365,0
850,Germany,Male,32,2,128647.98,2,0,0,54416.18,2,SILVER,607,SILVER,31-40,0-2 years,Very High,Medium,3388.54,282.38,High,6777.08,Silver,Inactive,No Credit Card,2 product(s),0,0.22568314395281863,0
749,France,Female,26,6,0.0,2,0,1,34948.77,4,GOLD,240,GOLD,18-30,6-8 years,Low,Low,534.74,44.56,Low,3208.44,Bronze,Active,No Credit Card,2 product(s),0,0.07964365837310058,0
611,France,Female,37,6,0.0,2,1,0,110782.88,5,DIAMOND,501,DIAMOND,31-40,6-8 years,Low,High,1044.41,87.03,Low,6266.46,Silver,Inactive,Has Credit Card,2 product(s),0,0.129095364255671,0
655,Germany,Female,61,2,183997.7,2,1,1,161217.18,5,PLATINUM,382,PLATINUM,61+,0-2 years,Very High,Very High,4917.04,409.75,Very High,9834.08,Gold,Active,Has Credit Card,2 product(s),0,0.4111206178774614,0
657,Spain,Male,29,7,83889.03,1,1,0,153059.62,3,SILVER,682,SILVER,18-30,6-8 years,Medium,Very High,2904.08,242.01,High,20328.56,Platinum,Inactive,Has Credit Card,1 product(s),0,0.2923404353009053,0
593,France,Male,41,6,0.0,2,1,1,99136.49,4,SILVER,313,SILVER,41-50,6-8 years,Low,Medium,892.18,74.35,Low,5353.08,Silver,Active,Has Credit Card,2 product(s),0,0.11608496705922207,0
610,France,Female,35,7,81905.95,1,1,1,61623.19,3,GOLD,402,GOLD,31-40,6-8 years,Medium,Medium,2267.23,188.94,Medium,15870.61,Gold,Active,Has Credit Card,1 product(s),0,0.2412885697441643,0
637,France,Female,44,2,0.0,2,1,0,149665.65,2,GOLD,348,GOLD,41-50,0-2 years,Medium,Very High,1162.33,96.86,Low,2324.66,Bronze,Inactive,Has Credit Card,2 product(s),0,0.2343355645591472,0
613,Germany,Male,28,7,76656.4,2,1,1,185483.24,5,GOLD,234,GOLD,18-30,6-8 years,Medium,Very High,2817.54,234.8,Medium,19722.78,Platinum,Active,Has Credit Card,2 product(s),0,0.13595232254917686,0
551,France,Male,52,1,0.0,1,0,0,63584.55,1,PLATINUM,605,PLATINUM,51-60,0-2 years,Low,Medium,740.42,61.7,Low,740.42,Bronze,Inactive,No Credit Card,1 product(s),1,0.8451299361785216,1
687,France,Male,48,4,0.0,2,1,1,170893.85,5,SILVER,510,SILVER,41-50,3-5 years,Low,Very High,1349.47,112.46,Medium,5397.88,Silver,Active,Has Credit Card,2 product(s),0,0.16236960085030502,0
585,France,Male,36,7,0.0,2,1,0,94283.09,4,SILVER,377,SILVER,31-40,6-8 years,Low,Medium,899.92,74.99,Low,6299.44,Silver,Inactive,Has Credit Card,2 product(s),0,0.063477828773066,0
530,France,Male,25,9,162560.32,1,1,0,64129.03,5,SILVER,451,SILVER,18-30,9-10 years,Very High,Medium,3917.35,326.45,Very High,35256.15,Platinum,Inactive,Has Credit Card,1 product(s),0,0.42316983310243467,0
741,Germany,Male,36,8,116993.43,2,1,0,168816.22,3,SILVER,612,SILVER,31-40,6-8 years,High,Very High,3729.95,310.83,Very High,29839.6,Platinum,Inactive,Has Credit Card,2 product(s),0,0.37409886977421997,0
616,France,Male,37,9,0.0,1,1,0,111312.96,5,PLATINUM,239,PLATINUM,31-40,9-10 years,Medium,High,796.06,66.34,Low,7164.54,Silver,Inactive,Has Credit Card,1 product(s),0,0.47584583741097747,0
725,France,Male,26,6,98684.15,1,0,0,133720.57,1,SILVER,796,SILVER,18-30,6-8 years,High,High,3160.29,263.36,High,18961.74,Gold,Inactive,No Credit Card,1 product(s),0,0.2895359890326325,0
698,France,Female,27,1,94920.71,1,1,1,40339.9,1,DIAMOND,701,DIAMOND,18-30,0-2 years,Medium,Low,2570.61,214.22,Medium,2570.61,Bronze,Active,Has Credit Card,1 product(s),0,0.17336807048716577,0
646,France,Male,30,7,0.0,2,1,0,153566.97,1,PLATINUM,801,PLATINUM,18-30,6-8 years,Low,Very High,1408.33,117.36,Medium,9858.31,Gold,Inactive,Has Credit Card,2 product(s),0,0.06372520459758456,0
641,France,Female,40,7,0.0,1,1,0,126996.67,4,GOLD,596,GOLD,31-40,6-8 years,Low,High,1052.98,87.75,Low,7370.86,Silver,Inactive,Has Credit Card,1 product(s),0,0.6652136688957218,1
712,Germany,Male,43,1,141749.74,2,0,1,90905.26,4,PLATINUM,957,PLATINUM,41-50,0-2 years,Very High,Medium,4008.02,334.0,Very High,4008.02,Bronze,Active,No Credit Card,2 product(s),0,0.3850375329281924,0
671,Spain,Male,32,6,123912.78,2,1,1,146636.44,1,PLATINUM,748,PLATINUM,31-40,6-8 years,High,High,3825.44,318.79,Very High,22952.64,Platinum,Active,Has Credit Card,2 product(s),0,0.1706155588098277,0
613,Spain,Male,29,0,0.0,2,0,1,133897.32,5,SILVER,291,SILVER,18-30,0-2 years,Medium,High,1054.99,87.92,Low,1054.99,Bronze,Active,No Credit Card,2 product(s),0,0.08361284934989353,0
814,Germany,Male,29,8,97086.4,2,1,1,197276.13,2,GOLD,965,GOLD,18-30,6-8 years,Medium,Very High,3650.61,304.22,Very High,29204.88,Platinum,Active,Has Credit Card,2 product(s),0,0.18555058774376929,0
612,Spain,Female,62,0,167026.61,2,1,1,192892.05,1,PLATINUM,739,PLATINUM,61+,0-2 years,Very High,Very High,4914.49,409.54,Very High,4914.49,Silver,Active,Has Credit Card,2 product(s),0,0.3852644999072256,0
701,Germany,Female,48,1,92072.68,1,1,1,133992.36,3,SILVER,340,SILVER,41-50,0-2 years,Medium,High,2801.42,233.45,Medium,2801.42,Bronze,Active,Has Credit Card,1 product(s),0,0.7027749372909546,1
822,France,Male,50,7,0.0,2,1,1,10062.8,2,SILVER,206,SILVER,41-50,6-8 years,Low,Low,393.31,32.78,Low,2753.17,Bronze,Active,Has Credit Card,2 product(s),0,0.282171342679362,0
739,Germany,Male,45,7,102703.62,1,0,1,147802.94,3,SILVER,827,SILVER,41-50,6-8 years,High,High,3326.59,277.22,High,23286.13,Platinum,Active,No Credit Card,1 product(s),1,0.7182822391409646,1
621,Germany,Male,51,4,109978.83,1,0,0,177740.58,3,SILVER,387,SILVER,51-60,3-5 years,High,Very High,3401.78,283.48,High,13607.12,Gold,Inactive,No Credit Card,1 product(s),1,0.9044395064601092,1
529,France,Male,61,1,0.0,2,1,1,191370.97,5,SILVER,589,SILVER,61+,0-2 years,Medium,Very High,1491.35,124.28,Medium,1491.35,Bronze,Active,Has Credit Card,2 product(s),0,0.1348343537183851,0
617,France,Male,54,6,102141.9,1,1,1,45325.26,4,PLATINUM,746,PLATINUM,51-60,6-8 years,High,Low,2762.46,230.2,Medium,16574.76,Gold,Active,Has Credit Card,1 product(s),0,0.5613640421234557,1
670,Spain,Male,30,3,133446.34,1,0,0,3154.95,5,GOLD,317,GOLD,18-30,3-5 years,Very High,Low,2963.2,246.93,High,8889.6,Silver,Inactive,No Credit Card,1 product(s),0,0.38050848368248624,0
634,France,Male,44,9,149961.11,1,1,0,57121.51,2,GOLD,673,GOLD,41-50,9-10 years,Very High,Medium,3741.33,311.78,Very High,33671.97,Platinum,Inactive,Has Credit Card,1 product(s),0,0.7282960534509165,1
697,Germany,Male,43,7,115371.94,2,1,0,64139.1,1,GOLD,538,GOLD,41-50,6-8 years,High,Medium,3137.13,261.43,High,21959.91,Platinum,Inactive,Has Credit Card,2 product(s),0,0.5168049632716336,1
686,France,Female,34,3,123971.51,2,1,0,147794.63,5,PLATINUM,410,PLATINUM,31-40,3-5 years,High,High,3663.4,305.28,Very High,10990.2,Gold,Inactive,Has Credit Card,2 product(s),0,0.2773395591650534,0
724,Spain,Male,45,5,83888.54,1,0,1,34121.81,3,SILVER,559,SILVER,41-50,3-5 years,Medium,Low,2247.88,187.32,Medium,11239.4,Gold,Active,No Credit Card,1 product(s),0,0.4793173367086063,0
501,France,Female,34,3,107747.57,1,1,0,9249.36,5,GOLD,396,GOLD,31-40,3-5 years,High,Low,2519.2,209.93,Medium,7557.6,Silver,Inactive,Has Credit Card,1 product(s),0,0.37314551137820146,0
724,France,Female,30,9,142475.87,1,1,1,107848.24,3,SILVER,399,SILVER,18-30,9-10 years,Very High,High,3708.26,309.02,Very High,33374.34,Platinum,Active,Has Credit Card,1 product(s),0,0.3304791109508834,0
789,France,Female,32,7,69423.52,1,1,0,107499.39,2,SILVER,666,SILVER,31-40,6-8 years,Medium,High,2378.97,198.25,Medium,16652.79,Gold,Inactive,Has Credit Card,1 product(s),0,0.3976101076728677,0
619,Germany,Female,28,6,99152.73,2,1,0,48475.12,2,GOLD,321,GOLD,18-30,6-8 years,High,Low,2625.93,218.83,Medium,15755.58,Gold,Inactive,Has Credit Card,2 product(s),0,0.2213809942996689,0
652,France,Male,51,7,0.0,2,0,1,43496.36,5,PLATINUM,749,PLATINUM,51-60,6-8 years,Low,Low,831.98,69.33,Low,5823.86,Silver,Active,No Credit Card,2 product(s),0,0.20132288753183458,0
850,France,Male,31,3,0.0,2,1,0,121866.87,1,SILVER,777,SILVER,31-40,3-5 years,Low,High,1237.83,103.15,Medium,3713.49,Bronze,Inactive,Has Credit Card,2 product(s),0,0.06149854410817597,0
693,France,Male,31,2,0.0,2,1,1,107759.31,1,PLATINUM,863,PLATINUM,31-40,0-2 years,Low,High,1210.3,100.86,Medium,2420.6,Bronze,Active,Has Credit Card,2 product(s),0,0.05903067108052852,0
554,France,Female,39,10,160132.75,1,1,0,32824.15,5,GOLD,981,GOLD,31-40,9-10 years,Very High,Low,3977.28,331.44,Very High,39772.8,Platinum,Inactive,Has Credit Card,1 product(s),0,0.5268807558130102,1
566,France,Male,42,3,108010.78,1,1,1,157486.1,3,GOLD,509,GOLD,41-50,3-5 years,High,Very High,3322.15,276.85,High,9966.45,Gold,Active,Has Credit Card,1 product(s),0,0.4467810688198589,0
814,France,Female,31,4,0.0,2,1,1,142029.17,2,SILVER,321,SILVER,31-40,3-5 years,Low,High,1110.65,92.55,Low,4442.6,Silver,Active,Has Credit Card,2 product(s),0,0.08802885536551783,0
